IC_L_7: t= 9.80, L= 99.12, L_straight=  7.53, slack= 91.59, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.47), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 9.90, L= 99.11, L_straight=  7.51, slack= 91.60, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.47), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 10.00, L= 99.10, L_straight=  7.48, slack= 91.62, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.47), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 10.10, L= 99.09, L_straight=  7.45, slack= 91.64, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.47), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 10.20, L= 99.08, L_straight=  7.43, slack= 91.65, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.47), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 10.30, L= 99.07, L_straight=  7.40, slack= 91.67, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.47), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 10.40, L= 99.06, L_straight=  7.37, slack= 91.69, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.47), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 10.50, L= 99.05, L_straight=  7.35, slack= 91.70, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.47), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 10.60, L= 99.04, L_straight=  7.32, slack= 91.72, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.47), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 10.70, L= 99.03, L_straight=  7.29, slack= 91.74, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.47), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 10.80, L= 99.02, L_straight=  7.26, slack= 91.76, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.47), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 10.90, L= 99.01, L_straight=  7.24, slack= 91.77, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.47), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 11.00, L= 99.00, L_straight=  7.21, slack= 91.79, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.47), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 11.10, L= 98.99, L_straight=  7.18, slack= 91.81, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.47), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 11.20, L= 98.98, L_straight=  7.16, slack= 91.82, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.47), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 11.30, L= 98.97, L_straight=  7.13, slack= 91.84, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.47), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 11.40, L= 98.96, L_straight=  7.10, slack= 91.86, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.47), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 11.50, L= 98.95, L_straight=  7.08, slack= 91.87, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.47), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 11.60, L= 98.94, L_straight=  7.05, slack= 91.89, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 11.70, L= 98.93, L_straight=  7.02, slack= 91.91, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 11.80, L= 98.92, L_straight=  7.00, slack= 91.92, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 11.90, L= 98.91, L_straight=  6.97, slack= 91.94, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 12.00, L= 98.90, L_straight=  6.94, slack= 91.96, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 12.10, L= 98.89, L_straight=  6.92, slack= 91.97, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 12.20, L= 98.88, L_straight=  6.89, slack= 91.99, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 12.30, L= 98.87, L_straight=  6.86, slack= 92.01, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 12.40, L= 98.86, L_straight=  6.84, slack= 92.02, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 12.50, L= 98.85, L_straight=  6.81, slack= 92.04, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 12.60, L= 98.84, L_straight=  6.78, slack= 92.06, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 12.70, L= 98.83, L_straight=  6.76, slack= 92.07, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 12.80, L= 98.82, L_straight=  6.73, slack= 92.09, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 12.90, L= 98.81, L_straight=  6.70, slack= 92.11, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 13.00, L= 98.80, L_straight=  6.67, slack= 92.13, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 13.10, L= 98.79, L_straight=  6.65, slack= 92.14, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 13.20, L= 98.78, L_straight=  6.62, slack= 92.16, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 13.30, L= 98.77, L_straight=  6.59, slack= 92.18, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 13.40, L= 98.76, L_straight=  6.57, slack= 92.19, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 13.50, L= 98.75, L_straight=  6.54, slack= 92.21, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 13.60, L= 98.74, L_straight=  6.51, slack= 92.23, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 13.70, L= 98.73, L_straight=  6.49, slack= 92.24, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 13.80, L= 98.72, L_straight=  6.46, slack= 92.26, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 13.90, L= 98.71, L_straight=  6.43, slack= 92.28, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 14.00, L= 98.70, L_straight=  6.41, slack= 92.29, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 14.10, L= 98.69, L_straight=  6.38, slack= 92.31, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 14.20, L= 98.68, L_straight=  6.35, slack= 92.33, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 14.30, L= 98.67, L_straight=  6.33, slack= 92.34, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 14.40, L= 98.66, L_straight=  6.30, slack= 92.36, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 14.50, L= 98.65, L_straight=  6.27, slack= 92.38, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 14.60, L= 98.64, L_straight=  6.25, slack= 92.39, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 14.70, L= 98.63, L_straight=  6.22, slack= 92.41, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 14.80, L= 98.62, L_straight=  6.19, slack= 92.43, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 14.90, L= 98.61, L_straight=  6.17, slack= 92.44, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 15.00, L= 98.60, L_straight=  6.14, slack= 92.46, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 15.10, L= 98.59, L_straight=  6.11, slack= 92.48, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 15.20, L= 98.58, L_straight=  6.08, slack= 92.50, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 15.30, L= 98.57, L_straight=  6.06, slack= 92.51, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 15.40, L= 98.56, L_straight=  6.03, slack= 92.53, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 15.50, L= 98.55, L_straight=  6.00, slack= 92.55, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 15.60, L= 98.54, L_straight=  5.98, slack= 92.56, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 15.70, L= 98.53, L_straight=  5.95, slack= 92.58, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 15.80, L= 98.52, L_straight=  5.92, slack= 92.60, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 15.90, L= 98.51, L_straight=  5.90, slack= 92.61, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 16.00, L= 98.50, L_straight=  5.87, slack= 92.63, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 16.10, L= 98.49, L_straight=  5.84, slack= 92.65, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 16.20, L= 98.48, L_straight=  5.82, slack= 92.66, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 16.30, L= 98.47, L_straight=  5.79, slack= 92.68, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 16.40, L= 98.46, L_straight=  5.76, slack= 92.70, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 16.50, L= 98.45, L_straight=  5.74, slack= 92.71, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 16.60, L= 98.44, L_straight=  5.71, slack= 92.73, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 16.70, L= 98.43, L_straight=  5.68, slack= 92.75, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 16.80, L= 98.42, L_straight=  5.66, slack= 92.76, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 16.90, L= 98.41, L_straight=  5.63, slack= 92.78, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 17.00, L= 98.40, L_straight=  5.60, slack= 92.80, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 17.10, L= 98.39, L_straight=  5.58, slack= 92.81, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 17.20, L= 98.38, L_straight=  5.55, slack= 92.83, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 17.30, L= 98.37, L_straight=  5.52, slack= 92.85, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 17.40, L= 98.36, L_straight=  5.50, slack= 92.86, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 17.50, L= 98.35, L_straight=  5.47, slack= 92.88, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 17.60, L= 98.34, L_straight=  5.44, slack= 92.90, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 17.70, L= 98.33, L_straight=  5.41, slack= 92.92, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 17.80, L= 98.32, L_straight=  5.39, slack= 92.93, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 17.90, L= 98.31, L_straight=  5.36, slack= 92.95, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 18.00, L= 98.30, L_straight=  5.33, slack= 92.97, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 18.10, L= 98.29, L_straight=  5.31, slack= 92.98, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 18.20, L= 98.28, L_straight=  5.28, slack= 93.00, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 18.30, L= 98.27, L_straight=  5.25, slack= 93.02, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.46), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 18.40, L= 98.26, L_straight=  5.23, slack= 93.03, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.45), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 18.50, L= 98.25, L_straight=  5.20, slack= 93.05, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.45), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 18.60, L= 98.24, L_straight=  5.17, slack= 93.07, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.45), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 18.70, L= 98.23, L_straight=  5.15, slack= 93.08, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.45), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 18.80, L= 98.22, L_straight=  5.12, slack= 93.10, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.45), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 18.90, L= 98.21, L_straight=  5.09, slack= 93.12, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.45), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 19.00, L= 98.20, L_straight=  5.07, slack= 93.13, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.45), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 19.10, L= 98.19, L_straight=  5.04, slack= 93.15, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.45), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 19.20, L= 98.18, L_straight=  5.01, slack= 93.17, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.45), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 19.30, L= 98.17, L_straight=  4.99, slack= 93.18, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.45), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 19.40, L= 98.16, L_straight=  4.96, slack= 93.20, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -1.45), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
