[SCEN] t=0.10 scen=Fx crit=(t>0:10) T_bat=0.04491421975737344 y=-10.00 x=2.00 L=12.00
[SCEN] t=0.10 scen=Fy crit=(t>0:-5) T_bat=0.04491421975737344 y=-10.00 x=2.00 L=12.00
IC_L_7: t= 13.60, L= 16.29, L_straight= 15.91, slack=  0.38, T_bat= 0.65, Fy_cmd=-10.00, desired=  0.48, ret=  0.50, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 13.70, L= 16.34, L_straight= 15.96, slack=  0.38, T_bat= 0.65, Fy_cmd=-10.00, desired=  0.48, ret=  0.50, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 13.80, L= 16.39, L_straight= 16.01, slack=  0.38, T_bat= 0.66, Fy_cmd=-10.00, desired=  0.48, ret=  0.50, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 13.90, L= 16.44, L_straight= 16.06, slack=  0.38, T_bat= 0.66, Fy_cmd=-10.00, desired=  0.48, ret=  0.50, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 14.00, L= 16.49, L_straight= 16.11, slack=  0.38, T_bat= 0.66, Fy_cmd=-10.00, desired=  0.49, ret=  0.50, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 14.10, L= 16.54, L_straight= 16.16, slack=  0.38, T_bat= 0.66, Fy_cmd=-10.00, desired=  0.49, ret=  0.49, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 14.20, L= 16.59, L_straight= 16.21, slack=  0.38, T_bat= 0.66, Fy_cmd=-10.00, desired=  0.49, ret=  0.49, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 14.30, L= 16.64, L_straight= 16.26, slack=  0.38, T_bat= 0.67, Fy_cmd=-10.00, desired=  0.49, ret=  0.49, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 14.40, L= 16.69, L_straight= 16.31, slack=  0.38, T_bat= 0.67, Fy_cmd=-10.00, desired=  0.49, ret=  0.49, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 14.50, L= 16.74, L_straight= 16.36, slack=  0.38, T_bat= 0.67, Fy_cmd=-10.00, desired=  0.49, ret=  0.49, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 14.60, L= 16.79, L_straight= 16.41, slack=  0.38, T_bat= 0.67, Fy_cmd=-10.00, desired=  0.50, ret=  0.49, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 14.70, L= 16.84, L_straight= 16.46, slack=  0.38, T_bat= 0.67, Fy_cmd=-10.00, desired=  0.50, ret=  0.49, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 14.80, L= 16.89, L_straight= 16.51, slack=  0.38, T_bat= 0.68, Fy_cmd=-10.00, desired=  0.50, ret=  0.49, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 14.90, L= 16.94, L_straight= 16.56, slack=  0.37, T_bat= 0.68, Fy_cmd=-10.00, desired=  0.50, ret=  0.50, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 15.00, L= 16.98, L_straight= 16.61, slack=  0.37, T_bat= 0.68, Fy_cmd=-10.00, desired=  0.50, ret=  0.50, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 15.10, L= 17.03, L_straight= 16.66, slack=  0.37, T_bat= 0.68, Fy_cmd=-10.00, desired=  0.50, ret=  0.50, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 15.20, L= 17.08, L_straight= 16.71, slack=  0.37, T_bat= 0.69, Fy_cmd=-10.00, desired=  0.51, ret=  0.50, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 15.30, L= 17.13, L_straight= 16.76, slack=  0.37, T_bat= 0.69, Fy_cmd=-10.00, desired=  0.51, ret=  0.50, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 15.40, L= 17.18, L_straight= 16.81, slack=  0.37, T_bat= 0.69, Fy_cmd=-10.00, desired=  0.51, ret=  0.50, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 15.50, L= 17.23, L_straight= 16.86, slack=  0.37, T_bat= 0.69, Fy_cmd=-10.00, desired=  0.51, ret=  0.50, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 15.60, L= 17.28, L_straight= 16.91, slack=  0.37, T_bat= 0.69, Fy_cmd=-10.00, desired=  0.51, ret=  0.50, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 15.70, L= 17.33, L_straight= 16.96, slack=  0.37, T_bat= 0.70, Fy_cmd=-10.00, desired=  0.51, ret=  0.50, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 15.80, L= 17.38, L_straight= 17.01, slack=  0.37, T_bat= 0.70, Fy_cmd=-10.00, desired=  0.51, ret=  0.50, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 15.90, L= 17.43, L_straight= 17.06, slack=  0.37, T_bat= 0.70, Fy_cmd=-10.00, desired=  0.51, ret=  0.50, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 16.00, L= 17.48, L_straight= 17.11, slack=  0.37, T_bat= 0.70, Fy_cmd=-10.00, desired=  0.51, ret=  0.50, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 16.10, L= 17.53, L_straight= 17.16, slack=  0.37, T_bat= 0.70, Fy_cmd=-10.00, desired=  0.51, ret=  0.50, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 16.20, L= 17.59, L_straight= 17.21, slack=  0.37, T_bat= 0.71, Fy_cmd=-10.00, desired=  0.51, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 16.30, L= 17.64, L_straight= 17.26, slack=  0.37, T_bat= 0.71, Fy_cmd=-10.00, desired=  0.51, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 16.40, L= 17.69, L_straight= 17.32, slack=  0.37, T_bat= 0.71, Fy_cmd=-10.00, desired=  0.51, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 16.50, L= 17.74, L_straight= 17.37, slack=  0.37, T_bat= 0.71, Fy_cmd=-10.00, desired=  0.51, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 16.60, L= 17.79, L_straight= 17.42, slack=  0.37, T_bat= 0.72, Fy_cmd=-10.00, desired=  0.51, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 16.70, L= 17.84, L_straight= 17.47, slack=  0.37, T_bat= 0.72, Fy_cmd=-10.00, desired=  0.51, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 16.80, L= 17.89, L_straight= 17.52, slack=  0.37, T_bat= 0.72, Fy_cmd=-10.00, desired=  0.51, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 16.90, L= 17.94, L_straight= 17.57, slack=  0.37, T_bat= 0.72, Fy_cmd=-10.00, desired=  0.51, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 17.00, L= 17.99, L_straight= 17.62, slack=  0.37, T_bat= 0.72, Fy_cmd=-10.00, desired=  0.51, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 17.10, L= 18.04, L_straight= 17.67, slack=  0.37, T_bat= 0.73, Fy_cmd=-10.00, desired=  0.51, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 17.20, L= 18.09, L_straight= 17.72, slack=  0.37, T_bat= 0.73, Fy_cmd=-10.00, desired=  0.51, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 17.30, L= 18.14, L_straight= 17.77, slack=  0.37, T_bat= 0.73, Fy_cmd=-10.00, desired=  0.51, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 17.40, L= 18.19, L_straight= 17.82, slack=  0.37, T_bat= 0.73, Fy_cmd=-10.00, desired=  0.51, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 17.50, L= 18.24, L_straight= 17.87, slack=  0.37, T_bat= 0.73, Fy_cmd=-10.00, desired=  0.51, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 17.60, L= 18.29, L_straight= 17.92, slack=  0.37, T_bat= 0.74, Fy_cmd=-10.00, desired=  0.51, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 17.70, L= 18.34, L_straight= 17.97, slack=  0.37, T_bat= 0.74, Fy_cmd=-10.00, desired=  0.51, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 17.80, L= 18.40, L_straight= 18.02, slack=  0.37, T_bat= 0.74, Fy_cmd=-10.00, desired=  0.51, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 17.90, L= 18.45, L_straight= 18.07, slack=  0.37, T_bat= 0.74, Fy_cmd=-10.00, desired=  0.51, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 18.00, L= 18.50, L_straight= 18.12, slack=  0.37, T_bat= 0.75, Fy_cmd=-10.00, desired=  0.51, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 18.10, L= 18.55, L_straight= 18.17, slack=  0.37, T_bat= 0.75, Fy_cmd=-10.00, desired=  0.51, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 18.20, L= 18.60, L_straight= 18.22, slack=  0.37, T_bat= 0.75, Fy_cmd=-10.00, desired=  0.51, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 18.30, L= 18.65, L_straight= 18.28, slack=  0.37, T_bat= 0.75, Fy_cmd=-10.00, desired=  0.51, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 18.40, L= 18.70, L_straight= 18.33, slack=  0.37, T_bat= 0.75, Fy_cmd=-10.00, desired=  0.51, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 18.50, L= 18.75, L_straight= 18.38, slack=  0.37, T_bat= 0.76, Fy_cmd=-10.00, desired=  0.51, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 18.60, L= 18.80, L_straight= 18.43, slack=  0.37, T_bat= 0.76, Fy_cmd=-10.00, desired=  0.51, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 18.70, L= 18.85, L_straight= 18.48, slack=  0.37, T_bat= 0.76, Fy_cmd=-10.00, desired=  0.51, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 18.80, L= 18.90, L_straight= 18.53, slack=  0.37, T_bat= 0.76, Fy_cmd=-10.00, desired=  0.51, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 18.90, L= 18.95, L_straight= 18.58, slack=  0.37, T_bat= 0.76, Fy_cmd=-10.00, desired=  0.51, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 19.00, L= 19.00, L_straight= 18.63, slack=  0.37, T_bat= 0.77, Fy_cmd=-10.00, desired=  0.51, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 19.10, L= 19.05, L_straight= 18.68, slack=  0.37, T_bat= 0.77, Fy_cmd=-10.00, desired=  0.51, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 19.20, L= 19.10, L_straight= 18.73, slack=  0.37, T_bat= 0.77, Fy_cmd=-10.00, desired=  0.51, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 19.30, L= 19.15, L_straight= 18.78, slack=  0.37, T_bat= 0.77, Fy_cmd=-10.00, desired=  0.51, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 19.40, L= 19.21, L_straight= 18.83, slack=  0.37, T_bat= 0.78, Fy_cmd=-10.00, desired=  0.51, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 19.50, L= 19.26, L_straight= 18.88, slack=  0.37, T_bat= 0.78, Fy_cmd=-10.00, desired=  0.51, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 19.60, L= 19.31, L_straight= 18.94, slack=  0.37, T_bat= 0.78, Fy_cmd=-10.00, desired=  0.51, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 19.70, L= 19.36, L_straight= 18.99, slack=  0.37, T_bat= 0.78, Fy_cmd=-10.00, desired=  0.51, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 19.80, L= 19.41, L_straight= 19.04, slack=  0.37, T_bat= 0.78, Fy_cmd=-10.00, desired=  0.51, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 19.90, L= 19.46, L_straight= 19.09, slack=  0.37, T_bat= 0.79, Fy_cmd=-10.00, desired=  0.51, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
[SCEN] t=20.00 scen=Fy crit=(t>20:-50) T_bat=0.7888081196676194 y=-16.88 x=9.02 L=19.51
IC_L_7: t= 20.00, L= 19.51, L_straight= 19.14, slack=  0.37, T_bat= 0.79, Fy_cmd=-10.00, desired=  0.51, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 20.10, L= 19.56, L_straight= 19.19, slack=  0.37, T_bat= 0.96, Fy_cmd=-50.00, desired=  0.52, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 20.20, L= 19.61, L_straight= 19.26, slack=  0.35, T_bat= 1.25, Fy_cmd=-50.00, desired=  0.55, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 20.30, L= 19.66, L_straight= 19.33, slack=  0.33, T_bat= 1.48, Fy_cmd=-50.00, desired=  0.60, ret=  0.52, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 20.40, L= 19.72, L_straight= 19.40, slack=  0.31, T_bat= 1.65, Fy_cmd=-50.00, desired=  0.65, ret=  0.53, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 20.50, L= 19.77, L_straight= 19.48, slack=  0.29, T_bat= 1.76, Fy_cmd=-50.00, desired=  0.70, ret=  0.55, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 20.60, L= 19.82, L_straight= 19.55, slack=  0.27, T_bat= 1.82, Fy_cmd=-50.00, desired=  0.74, ret=  0.57, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 20.70, L= 19.88, L_straight= 19.63, slack=  0.25, T_bat= 1.87, Fy_cmd=-50.00, desired=  0.79, ret=  0.59, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 20.80, L= 19.94, L_straight= 19.70, slack=  0.24, T_bat= 1.89, Fy_cmd=-50.00, desired=  0.83, ret=  0.62, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 20.90, L= 20.00, L_straight= 19.78, slack=  0.22, T_bat= 1.91, Fy_cmd=-50.00, desired=  0.87, ret=  0.64, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 21.00, L= 20.07, L_straight= 19.86, slack=  0.21, T_bat= 1.93, Fy_cmd=-50.00, desired=  0.90, ret=  0.67, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 21.10, L= 20.13, L_straight= 19.93, slack=  0.20, T_bat= 1.94, Fy_cmd=-50.00, desired=  0.92, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 21.20, L= 20.20, L_straight= 20.01, slack=  0.19, T_bat= 1.95, Fy_cmd=-50.00, desired=  0.94, ret=  0.72, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 21.30, L= 20.27, L_straight= 20.09, slack=  0.19, T_bat= 1.96, Fy_cmd=-50.00, desired=  0.95, ret=  0.74, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 21.40, L= 20.35, L_straight= 20.16, slack=  0.19, T_bat= 1.97, Fy_cmd=-50.00, desired=  0.96, ret=  0.76, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 21.50, L= 20.42, L_straight= 20.24, slack=  0.18, T_bat= 1.98, Fy_cmd=-50.00, desired=  0.96, ret=  0.78, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 21.60, L= 20.50, L_straight= 20.32, slack=  0.19, T_bat= 1.98, Fy_cmd=-50.00, desired=  0.95, ret=  0.80, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 21.70, L= 20.58, L_straight= 20.39, slack=  0.19, T_bat= 1.99, Fy_cmd=-50.00, desired=  0.95, ret=  0.81, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 21.80, L= 20.66, L_straight= 20.47, slack=  0.19, T_bat= 2.00, Fy_cmd=-50.00, desired=  0.93, ret=  0.83, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 21.90, L= 20.75, L_straight= 20.55, slack=  0.20, T_bat= 2.00, Fy_cmd=-50.00, desired=  0.92, ret=  0.83, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 22.00, L= 20.83, L_straight= 20.62, slack=  0.21, T_bat= 2.01, Fy_cmd=-50.00, desired=  0.90, ret=  0.84, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 22.10, L= 20.91, L_straight= 20.70, slack=  0.21, T_bat= 2.02, Fy_cmd=-50.00, desired=  0.89, ret=  0.85, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 22.20, L= 21.00, L_straight= 20.78, slack=  0.22, T_bat= 2.03, Fy_cmd=-50.00, desired=  0.87, ret=  0.85, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 22.30, L= 21.08, L_straight= 20.85, slack=  0.23, T_bat= 2.03, Fy_cmd=-50.00, desired=  0.85, ret=  0.85, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 22.40, L= 21.17, L_straight= 20.93, slack=  0.24, T_bat= 2.04, Fy_cmd=-50.00, desired=  0.83, ret=  0.85, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 22.50, L= 21.25, L_straight= 21.01, slack=  0.25, T_bat= 2.05, Fy_cmd=-50.00, desired=  0.81, ret=  0.84, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 22.60, L= 21.34, L_straight= 21.08, slack=  0.25, T_bat= 2.06, Fy_cmd=-50.00, desired=  0.79, ret=  0.84, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 22.70, L= 21.42, L_straight= 21.16, slack=  0.26, T_bat= 2.06, Fy_cmd=-50.00, desired=  0.77, ret=  0.83, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 22.80, L= 21.50, L_straight= 21.24, slack=  0.27, T_bat= 2.07, Fy_cmd=-50.00, desired=  0.76, ret=  0.82, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 22.90, L= 21.58, L_straight= 21.31, slack=  0.27, T_bat= 2.08, Fy_cmd=-50.00, desired=  0.74, ret=  0.82, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 23.00, L= 21.67, L_straight= 21.39, slack=  0.28, T_bat= 2.08, Fy_cmd=-50.00, desired=  0.73, ret=  0.81, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 23.10, L= 21.75, L_straight= 21.46, slack=  0.28, T_bat= 2.09, Fy_cmd=-50.00, desired=  0.72, ret=  0.80, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 23.20, L= 21.83, L_straight= 21.54, slack=  0.29, T_bat= 2.10, Fy_cmd=-50.00, desired=  0.72, ret=  0.79, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 23.30, L= 21.91, L_straight= 21.62, slack=  0.29, T_bat= 2.11, Fy_cmd=-50.00, desired=  0.71, ret=  0.78, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 23.40, L= 21.98, L_straight= 21.69, slack=  0.29, T_bat= 2.11, Fy_cmd=-50.00, desired=  0.71, ret=  0.77, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 23.50, L= 22.06, L_straight= 21.77, slack=  0.29, T_bat= 2.12, Fy_cmd=-50.00, desired=  0.70, ret=  0.77, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 23.60, L= 22.14, L_straight= 21.85, slack=  0.29, T_bat= 2.13, Fy_cmd=-50.00, desired=  0.70, ret=  0.76, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 23.70, L= 22.21, L_straight= 21.92, slack=  0.29, T_bat= 2.14, Fy_cmd=-50.00, desired=  0.70, ret=  0.76, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 23.80, L= 22.29, L_straight= 22.00, slack=  0.29, T_bat= 2.14, Fy_cmd=-50.00, desired=  0.71, ret=  0.75, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 23.90, L= 22.37, L_straight= 22.08, slack=  0.29, T_bat= 2.15, Fy_cmd=-50.00, desired=  0.71, ret=  0.75, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 24.00, L= 22.44, L_straight= 22.15, slack=  0.29, T_bat= 2.16, Fy_cmd=-50.00, desired=  0.72, ret=  0.74, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 24.10, L= 22.51, L_straight= 22.23, slack=  0.28, T_bat= 2.17, Fy_cmd=-50.00, desired=  0.72, ret=  0.74, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 24.20, L= 22.59, L_straight= 22.31, slack=  0.28, T_bat= 2.17, Fy_cmd=-50.00, desired=  0.73, ret=  0.74, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 24.30, L= 22.66, L_straight= 22.38, slack=  0.28, T_bat= 2.18, Fy_cmd=-50.00, desired=  0.73, ret=  0.74, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 24.40, L= 22.74, L_straight= 22.46, slack=  0.27, T_bat= 2.19, Fy_cmd=-50.00, desired=  0.74, ret=  0.74, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 24.50, L= 22.81, L_straight= 22.54, slack=  0.27, T_bat= 2.20, Fy_cmd=-50.00, desired=  0.75, ret=  0.74, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 24.60, L= 22.88, L_straight= 22.61, slack=  0.27, T_bat= 2.20, Fy_cmd=-50.00, desired=  0.75, ret=  0.74, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 24.70, L= 22.96, L_straight= 22.69, slack=  0.27, T_bat= 2.21, Fy_cmd=-50.00, desired=  0.76, ret=  0.74, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 24.80, L= 23.03, L_straight= 22.77, slack=  0.26, T_bat= 2.22, Fy_cmd=-50.00, desired=  0.76, ret=  0.75, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 24.90, L= 23.11, L_straight= 22.84, slack=  0.26, T_bat= 2.23, Fy_cmd=-50.00, desired=  0.77, ret=  0.75, exp=PILOT_DESC_ADD_SLACK_ACC
[SCEN] t=25.00 scen=Bat crit=(t>25:1) T_bat=2.2351259916009782 y=-20.19 x=10.86 L=23.18
IC_L_7: t= 25.00, L= 23.18, L_straight= 22.92, slack=  0.26, T_bat= 2.24, Fy_cmd=-50.00, desired=  0.77, ret=  0.75, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 25.10, L= 23.26, L_straight= 23.00, slack=  0.26, T_bat= 2.25, Fy_cmd=-50.00, desired=  0.78, ret=  0.75, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 25.20, L= 23.33, L_straight= 23.07, slack=  0.26, T_bat= 2.26, Fy_cmd=-50.00, desired=  0.78, ret=  0.76, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 25.30, L= 23.41, L_straight= 23.15, slack=  0.26, T_bat= 2.27, Fy_cmd=-50.00, desired=  0.78, ret=  0.76, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 25.40, L= 23.48, L_straight= 23.22, slack=  0.26, T_bat= 2.29, Fy_cmd=-50.00, desired=  0.78, ret=  0.76, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 25.50, L= 23.56, L_straight= 23.30, slack=  0.26, T_bat= 2.31, Fy_cmd=-50.00, desired=  0.77, ret=  0.76, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 25.60, L= 23.64, L_straight= 23.37, slack=  0.26, T_bat= 2.32, Fy_cmd=-50.00, desired=  0.77, ret=  0.76, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 25.70, L= 23.71, L_straight= 23.45, slack=  0.27, T_bat= 2.34, Fy_cmd=-50.00, desired=  0.76, ret=  0.76, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 25.80, L= 23.79, L_straight= 23.52, slack=  0.27, T_bat= 2.36, Fy_cmd=-50.00, desired=  0.76, ret=  0.76, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 25.90, L= 23.86, L_straight= 23.59, slack=  0.27, T_bat= 2.38, Fy_cmd=-50.00, desired=  0.75, ret=  0.76, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 26.00, L= 23.94, L_straight= 23.66, slack=  0.28, T_bat= 2.40, Fy_cmd=-50.00, desired=  0.74, ret=  0.76, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 26.10, L= 24.02, L_straight= 23.74, slack=  0.28, T_bat= 2.43, Fy_cmd=-50.00, desired=  0.73, ret=  0.75, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 26.20, L= 24.09, L_straight= 23.81, slack=  0.28, T_bat= 2.45, Fy_cmd=-50.00, desired=  0.72, ret=  0.75, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 26.30, L= 24.17, L_straight= 23.88, slack=  0.29, T_bat= 2.47, Fy_cmd=-50.00, desired=  0.71, ret=  0.75, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 26.40, L= 24.24, L_straight= 23.95, slack=  0.29, T_bat= 2.50, Fy_cmd=-50.00, desired=  0.70, ret=  0.74, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 26.50, L= 24.32, L_straight= 24.02, slack=  0.30, T_bat= 2.52, Fy_cmd=-50.00, desired=  0.69, ret=  0.74, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 26.60, L= 24.39, L_straight= 24.09, slack=  0.30, T_bat= 2.55, Fy_cmd=-50.00, desired=  0.68, ret=  0.73, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 26.70, L= 24.46, L_straight= 24.16, slack=  0.30, T_bat= 2.58, Fy_cmd=-50.00, desired=  0.67, ret=  0.73, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 26.80, L= 24.54, L_straight= 24.23, slack=  0.31, T_bat= 2.60, Fy_cmd=-50.00, desired=  0.66, ret=  0.72, exp=PILOT_DESC_ADD_SLACK_ACC
